No,Facility Name,Category,Type,Free / Paid,Primary contact,Secandory contact,Email,Provice,District,Nearest Town / City,DS Division / Area,Full Address / Location Detail,Capabilities / Services,Available Hours,Available Doctors / Key Staff,Web site,Other Valuable Points / Notes,HTML code,Submitter Name,Submitter Contact,Submitter e-mail,Agreement
386,Divisional Hospital - Rattota,Mental Health,Government Hospital,Free,066-2255261,,,Central Province,Matale,Rattota,,"Rattota, Matale District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en,,"<tr><td>Divisional Hospital - Rattota<div class=""e-mail""></div></td><td>Central Province</td><td>Matale</td><td><a href=""tel:066-2255261"" class=""phone-link"">066-2255261</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
387,Divisional Hospital - Yatawatta,Mental Health,Government Hospital,Free,066-2221083,,,Central Province,Matale,Yatawatta,,"Yatawatta, Matale District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en,,"<tr><td>Divisional Hospital - Yatawatta<div class=""e-mail""></div></td><td>Central Province</td><td>Matale</td><td><a href=""tel:066-2221083"" class=""phone-link"">066-2221083</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
388,Divisional Hospital - Leliambe,Mental Health,Government Hospital,Free,066-5671053,,,Central Province,Matale,Leliambe,,"Leliambe, Matale District",Mental Health Clinic; Medium Stay Unit,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en,,"<tr><td>Divisional Hospital - Leliambe<div class=""e-mail""></div></td><td>Central Province</td><td>Matale</td><td><a href=""tel:066-5671053"" class=""phone-link"">066-5671053</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
389,Divisional Hospital - Muwandeniya,Mental Health,Government Hospital,Free,066-2220964,,,Central Province,Matale,Muwandeniya,,"Muwandeniya, Matale District",Mental Health Clinic; Long Stay Unit,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en,,"<tr><td>Divisional Hospital - Muwandeniya<div class=""e-mail""></div></td><td>Central Province</td><td>Matale</td><td><a href=""tel:066-2220964"" class=""phone-link"">066-2220964</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
390,Divisional Hospital - Nalanda,Mental Health,Government Hospital,Free,066-2246161,,,Central Province,Matale,Nalanda,,"Nalanda, Matale District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en,,"<tr><td>Divisional Hospital - Nalanda<div class=""e-mail""></div></td><td>Central Province</td><td>Matale</td><td><a href=""tel:066-2246161"" class=""phone-link"">066-2246161</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
391,Divisional Hospital - Sigiriya,Mental Health,Government Hospital,Free,066-2286261,,,Central Province,Matale,Sigiriya,,"Sigiriya, Matale District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en,,"<tr><td>Divisional Hospital - Sigiriya<div class=""e-mail""></div></td><td>Central Province</td><td>Matale</td><td><a href=""tel:066-2286261"" class=""phone-link"">066-2286261</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
392,Divisional Hospital - Koongahawela,Mental Health,Government Hospital,Free,066-2246261,,,Central Province,Matale,Koongahawela,,"Koongahawela, Matale District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en,,"<tr><td>Divisional Hospital - Koongahawela<div class=""e-mail""></div></td><td>Central Province</td><td>Matale</td><td><a href=""tel:066-2246261"" class=""phone-link"">066-2246261</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
393,Divisional Hospital - Wilgamuwa,Mental Health,Government Hospital,Free,,,,Central Province,Matale,Wilgamuwa,,"Wilgamuwa, Matale District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en,,"<tr><td>Divisional Hospital - Wilgamuwa<div class=""e-mail""></div></td><td>Central Province</td><td>Matale</td><td><a href=""tel:"" class=""phone-link""></a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
394,Regional Director of Health Services (RDHS) Matale,Mental Health Coordination,Government Health Administration,Free,066-2226503,066-2222483,rdhsmatale@health.gov.lk,Central Province,Matale,Matale,Matale,"Matale, Matale District",Mental-health coordination / referral,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en,,"<tr><td>Regional Director of Health Services (RDHS) Matale<div class=""e-mail"">rdhsmatale@health.gov.lk</div></td><td>Central Province</td><td>Matale</td><td><a href=""tel:066-2226503"" class=""phone-link"">066-2226503</a><div class=""phone-secondary"">066-2222483</div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=206&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
395,STD Clinic - Matale,STD,Government STD Clinic,Free,066-2053746,,stdclinic.matale@gmail.com,Central Province,Matale,Matale,,"Matale, Matale District",Confidential STI/HIV services,Call ahead to confirm current clinic/consultant hours,,,https://aidscontrol.gov.lk/index.php?option=com_content&view=article&id=76&lang=en,"<tr><td>STD Clinic - Matale<div class=""e-mail"">stdclinic.matale@gmail.com</div></td><td>Central Province</td><td>Matale</td><td><a href=""tel:066-2053746"" class=""phone-link"">066-2053746</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
396,Nursing Home - Matale,Mental Health / Private Channeling,Private Hospital,Paid,,,,Central Province,Matale,Matale,,"Matale, Matale District",Psychiatrist channeling; call to confirm current session,Call ahead to confirm current clinic/consultant hours,,https://www.echannelling.com/doctor-search/D4080-H602,,"<tr><td>Nursing Home - Matale<div class=""e-mail""></div></td><td>Central Province</td><td>Matale</td><td><a href=""tel:"" class=""phone-link""></a><div class=""phone-secondary""></div></td><td>Paid<div> <a href=""https://www.echannelling.com/doctor-search/D4080-H602"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
397,District General Hospital - Kilinochchi (Acute Psychiatry Unit),Mental Health,Government Hospital,Free,021-2285327,021-2285329,,Northern Province,Kilinochchi,Kilinochchi,,"Kilinochchi, Kilinochchi District",Acute Psychiatry Unit; Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en,,"<tr><td>District General Hospital - Kilinochchi (Acute Psychiatry Unit)<div class=""e-mail""></div></td><td>Northern Province</td><td>Kilinochchi</td><td><a href=""tel:021-2285327"" class=""phone-link"">021-2285327</a><div class=""phone-secondary"">021-2285329</div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
398,Base Hospital / Divisional Hospital - Mulankavil,Mental Health,Government Hospital,Free,024-3244010,,,Northern Province,Kilinochchi,Mulankavil,,"Mulankavil, Kilinochchi District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en,,"<tr><td>Base Hospital / Divisional Hospital - Mulankavil<div class=""e-mail""></div></td><td>Northern Province</td><td>Kilinochchi</td><td><a href=""tel:024-3244010"" class=""phone-link"">024-3244010</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
399,Divisional Hospital - Veravil,Mental Health,Government Hospital,Free,024-3247238,,,Northern Province,Kilinochchi,Veravil,,"Veravil, Kilinochchi District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en,,"<tr><td>Divisional Hospital - Veravil<div class=""e-mail""></div></td><td>Northern Province</td><td>Kilinochchi</td><td><a href=""tel:024-3247238"" class=""phone-link"">024-3247238</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
400,Divisional Hospital - Poonakary,Mental Health,Government Hospital,Free,021-2060854,,,Northern Province,Kilinochchi,Poonakary,,"Poonakary, Kilinochchi District",Mental Health Clinic; community support,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en,,"<tr><td>Divisional Hospital - Poonakary<div class=""e-mail""></div></td><td>Northern Province</td><td>Kilinochchi</td><td><a href=""tel:021-2060854"" class=""phone-link"">021-2060854</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
401,Divisional Hospital - Pallai,Mental Health,Government Hospital,Free,021-3208737,,,Northern Province,Kilinochchi,Pallai,,"Pallai, Kilinochchi District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en,,"<tr><td>Divisional Hospital - Pallai<div class=""e-mail""></div></td><td>Northern Province</td><td>Kilinochchi</td><td><a href=""tel:021-3208737"" class=""phone-link"">021-3208737</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
402,Divisional Hospital - Tharmapuram,Mental Health,Government Hospital,Free,021-3200248,,,Northern Province,Kilinochchi,Tharmapuram,,"Tharmapuram, Kilinochchi District",Mental Health Clinic; Alcohol Rehabilitation Centre,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en,,"<tr><td>Divisional Hospital - Tharmapuram<div class=""e-mail""></div></td><td>Northern Province</td><td>Kilinochchi</td><td><a href=""tel:021-3200248"" class=""phone-link"">021-3200248</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
403,Divisional Hospital - Vaddakkachchi,Mental Health,Government Hospital,Free,021-2060332,,,Northern Province,Kilinochchi,Vaddakkachchi,,"Vaddakkachchi, Kilinochchi District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en,,"<tr><td>Divisional Hospital - Vaddakkachchi<div class=""e-mail""></div></td><td>Northern Province</td><td>Kilinochchi</td><td><a href=""tel:021-2060332"" class=""phone-link"">021-2060332</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
404,Divisional Hospital - Uruthirapuram,Mental Health,Government Hospital,Free,024-3247240,,,Northern Province,Kilinochchi,Uruthirapuram,,"Uruthirapuram, Kilinochchi District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en,,"<tr><td>Divisional Hospital - Uruthirapuram<div class=""e-mail""></div></td><td>Northern Province</td><td>Kilinochchi</td><td><a href=""tel:024-3247240"" class=""phone-link"">024-3247240</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
405,Divisional Hospital - Akkarayankulam,Mental Health,Government Hospital,Free,021-3208737,,,Northern Province,Kilinochchi,Akkarayankulam,,"Akkarayankulam, Kilinochchi District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en,,"<tr><td>Divisional Hospital - Akkarayankulam<div class=""e-mail""></div></td><td>Northern Province</td><td>Kilinochchi</td><td><a href=""tel:021-3208737"" class=""phone-link"">021-3208737</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
406,Regional Director of Health Services (RDHS) Kilinochchi,Mental Health Coordination,Government Health Administration,Free,021-2285517,,rdhskoc@gmail.com,Northern Province,Kilinochchi,Kilinochchi,Kilinochchi,"Kilinochchi, Kilinochchi District",Mental-health coordination / referral,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en,,"<tr><td>Regional Director of Health Services (RDHS) Kilinochchi<div class=""e-mail"">rdhskoc@gmail.com</div></td><td>Northern Province</td><td>Kilinochchi</td><td><a href=""tel:021-2285517"" class=""phone-link"">021-2285517</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=44&Itemid=203&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
407,STD Clinic - Kilinochchi,STD,Government STD Clinic,Free,021-2285327,021-2285329,stdclinic.kilinochchi@gmail.com,Northern Province,Kilinochchi,Kilinochchi,,"Kilinochchi, Kilinochchi District",Confidential STI/HIV services,Call ahead to confirm current clinic/consultant hours,,,https://aidscontrol.gov.lk/index.php?option=com_content&view=article&id=37:kilinochchi-district-information-on-hiv-stis&catid=13&Itemid=147&lang=en,"<tr><td>STD Clinic - Kilinochchi<div class=""e-mail"">stdclinic.kilinochchi@gmail.com</div></td><td>Northern Province</td><td>Kilinochchi</td><td><a href=""tel:021-2285327"" class=""phone-link"">021-2285327</a><div class=""phone-secondary"">021-2285329</div></td><td>Free</td></tr>",,,,
408,Abirami Medical Center (PVT),Private Healthcare / Referral,Private Medical Centre,Paid,077-6687778,,,Northern Province,Kilinochchi,Kilinochchi,,"Kilinochchi, Kilinochchi District",Private medical care; verify psychiatrist availability before referral,Call ahead to confirm current clinic/consultant hours,,https://www.dialus.lk/all/list/Kilinochchi/medical-clinics,,"<tr><td>Abirami Medical Center (PVT)<div class=""e-mail""></div></td><td>Northern Province</td><td>Kilinochchi</td><td><a href=""tel:077-6687778"" class=""phone-link"">077-6687778</a><div class=""phone-secondary""></div></td><td>Paid<div> <a href=""https://www.dialus.lk/all/list/Kilinochchi/medical-clinics"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
409,District General Hospital - Mannar (Acute Psychiatry Unit),Mental Health,Government Hospital,Free,023-2222261,,,Northern Province,Mannar,Mannar,,"Mannar, Mannar District",Acute Psychiatry Unit; specialist psychiatry,Call ahead to confirm current clinic/consultant hours,,,https://mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=46&Itemid=205&lang=en,"<tr><td>District General Hospital - Mannar (Acute Psychiatry Unit)<div class=""e-mail""></div></td><td>Northern Province</td><td>Mannar</td><td><a href=""tel:023-2222261"" class=""phone-link"">023-2222261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
410,Divisional Hospital - Pallamadu,Mental Health,Government Hospital,Free,,,,Northern Province,Mannar,Pallamadu,,"Pallamadu, Mannar District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,https://mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=46&Itemid=205&lang=en,"<tr><td>Divisional Hospital - Pallamadu<div class=""e-mail""></div></td><td>Northern Province</td><td>Mannar</td><td><a href=""tel:"" class=""phone-link""></a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
411,CCCline 1333,Counseling / Crisis Support,Nonprofit Helpline,Free,1333,,,National,Island wide,Island wide,Island-wide access,,"24/7 confidential crisis and emotional support in Sinhala, Tamil and English",24-Jul,,https://www.1333.lk/,,"<tr><td>CCCline 1333<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:1333"" class=""phone-link"">1333</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.1333.lk/"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
412,Sri Lanka Sumithrayo - National,Counseling / Emotional Support,Nonprofit / NGO,Free,070-7308308,0767-520620 / 011-2682535,slssumithrayo@gmail.com,National,Island wide,Colombo + branches,Island-wide access,"60/7 Horton Place, Colombo","Confidential emotional support and suicide-prevention support; telephone, face-to-face, messaging/email; branches around country",Branch hours vary; hotline/contact first,,,https://srilankasumithrayo.lk/contact-us/,"<tr><td>Sri Lanka Sumithrayo - National<div class=""e-mail"">slssumithrayo@gmail.com</div></td><td>National</td><td>Island wide</td><td><a href=""tel:070-7308308"" class=""phone-link"">070-7308308</a><div class=""phone-secondary"">0767-520620 / 011-2682535</div></td><td>Free</td></tr>",,,,
413,Sumithrayo Founding Branch - Colombo,Counseling / Emotional Support,Nonprofit / NGO,Free,011-2696666,011-2692909 / 011-2683555,sumithra@sumithrayo.org,National,Island wide,Colombo,Island-wide access,"60B Horton Place, Colombo 07",Confidential befriending and emotional support,Daily 9:00am-8:00pm,,,https://sumithrayo.org/,"<tr><td>Sumithrayo Founding Branch - Colombo<div class=""e-mail"">sumithra@sumithrayo.org</div></td><td>National</td><td>Island wide</td><td><a href=""tel:011-2696666"" class=""phone-link"">011-2696666</a><div class=""phone-secondary"">011-2692909 / 011-2683555</div></td><td>Free</td></tr>",,,,
414,FPA Alokaya Counselling Centre,Counseling,NGO / Professional Counseling,Paid / confirm fee,077-9895252,011-2584157,alokaya@fpasrilanka.org,National,Island wide,Colombo / Virtual,Island-wide access,"37/27 Bullers Lane, Colombo 07","Psychological, marital, premarital, sexual, educational and work-stress counselling; virtual sessions available",By appointment,,https://www.fpasrilanka.org/en/alokaya-counselling-centre,,"<tr><td>FPA Alokaya Counselling Centre<div class=""e-mail"">alokaya@fpasrilanka.org</div></td><td>National</td><td>Island wide</td><td><a href=""tel:077-9895252"" class=""phone-link"">077-9895252</a><div class=""phone-secondary"">011-2584157</div></td><td>Paid / confirm fee<div> <a href=""https://www.fpasrilanka.org/en/alokaya-counselling-centre"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
415,Sri Lanka Police Emergency,Police / Emergency,Government Emergency Service,Free,119,118,,National,Island wide,Island wide,Island-wide access,,Immediate police assistance and emergencies,24-Jul,,https://www.hithawathi.lk/how-to-get-help/useful-contact-information/,,"<tr><td>Sri Lanka Police Emergency<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:119"" class=""phone-link"">119</a><div class=""phone-secondary"">118</div></td><td>Free<div> <a href=""https://www.hithawathi.lk/how-to-get-help/useful-contact-information/"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
416,Police Bureau for Investigation of Abuse of Children & Women,Police / Protection,Government Police Bureau,Free,011-2444444,,cwb.online@police.gov.lk,National,Island wide,Colombo / Island-wide coordination,Island-wide access,"Grandpass Road, Colombo",Complaints and investigation support concerning violence/abuse involving children and women; coordinates with police stations,Public complaint room operates 24 hours,,https://www.police.lk/?page_id=12126&lang=ta,,"<tr><td>Police Bureau for Investigation of Abuse of Children & Women<div class=""e-mail"">cwb.online@police.gov.lk</div></td><td>National</td><td>Island wide</td><td><a href=""tel:011-2444444"" class=""phone-link"">011-2444444</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.police.lk/?page_id=12126&lang=ta"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
417,National Child Protection Authority - Childline,Child Protection / Counseling,Government Authority,Free,1929,,ncpa@childprotection.gov.lk,National,Island wide,Island wide,Island-wide access,,"Child protection complaints, advice, emotional support and referral; Sinhala/Tamil/English",24-Jul,,,https://childprotection.gov.lk/en/what-we-do/1929-call-centre-helpline,"<tr><td>National Child Protection Authority - Childline<div class=""e-mail"">ncpa@childprotection.gov.lk</div></td><td>National</td><td>Island wide</td><td><a href=""tel:1929"" class=""phone-link"">1929</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
418,Ministry of Women & Child Affairs - Women's Helpline,Women / Protection / Counseling,Government Helpline,Free,1938,,,National,Island wide,Island wide,Island-wide access,,Support/referral for women requiring assistance,24-Jul,,https://www.hithawathi.lk/how-to-get-help/useful-contact-information/,,"<tr><td>Ministry of Women & Child Affairs - Women's Helpline<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:1938"" class=""phone-link"">1938</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.hithawathi.lk/how-to-get-help/useful-contact-information/"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
419,Women In Need (WIN) Helpline,GBV / Counseling / Legal Referral,NGO,Free,077-5676555,076-8686555 / 077-0188444,connect@winsl.net,National,Island wide,Island wide + regional centres,Island-wide access,,"Support for gender-based/domestic violence; counselling, legal support, crisis centres, help desks and shelters",Helpline 24/7,,https://www.talktowin.lk/about-us,,"<tr><td>Women In Need (WIN) Helpline<div class=""e-mail"">connect@winsl.net</div></td><td>National</td><td>Island wide</td><td><a href=""tel:077-5676555"" class=""phone-link"">077-5676555</a><div class=""phone-secondary"">076-8686555 / 077-0188444</div></td><td>Free<div> <a href=""https://www.talktowin.lk/about-us"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
420,EQUAL GROUND Sri Lanka,LGBTIQ Support / Mental Well-being / Rights,NGO,Free,011-2075121,011-2798579 / 076-0038380,equalground@gmail.com,National,Island wide,Island wide / Colombo,Island-wide access,,"LGBTIQ community support, safe-space services, mental well-being, health access, empowerment and legal protection/referral",Call/email before visit,,https://www.equal-ground.org/contact-us/,,"<tr><td>EQUAL GROUND Sri Lanka<div class=""e-mail"">equalground@gmail.com</div></td><td>National</td><td>Island wide</td><td><a href=""tel:011-2075121"" class=""phone-link"">011-2075121</a><div class=""phone-secondary"">011-2798579 / 076-0038380</div></td><td>Free<div> <a href=""https://www.equal-ground.org/contact-us/"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
421,National STD/AIDS Control Programme - Central Clinic,HIV / STI Testing & Care,Government Sexual Health Clinic,Free,011-2667163,011-2667029,,National,Island wide,Colombo,Island-wide access,"29 De Saram Place, Colombo 10","Confidential HIV/STI testing, treatment and care, counselling, HIV self-testing support, PrEP and PEPSE",Mon-Fri 8am-4pm; Sat 8am-12pm; check Sunday PrEP schedule,,,https://aidscontrol.gov.lk/index.php?lang=en,"<tr><td>National STD/AIDS Control Programme - Central Clinic<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:011-2667163"" class=""phone-link"">011-2667163</a><div class=""phone-secondary"">011-2667029</div></td><td>Free</td></tr>",,,,
422,Island-wide HIV Testing Booking,HIV / STI Testing,Government / NSACP Online Service,Free,070-6477044 ,,https://know4sure.lk,National,Island wide,Island wide / Online,Island-wide access,,Confidential/anonymous risk assessment and booking at 40+ STI clinics island-wide; HIV/STI testing and health products including self-test kit delivery,Online service,,,https://know4sure.lk/assessment/201,"<tr><td>Island-wide HIV Testing Booking<div class=""e-mail"">https://know4sure.lk</div></td><td>National</td><td>Island wide</td><td><a href=""tel:070-6477044 "" class=""phone-link"">070-6477044 </a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
423,Sri Lanka Sumithrayo - Kandy,Counseling / Emotional Support,Nonprofit Branch,Free,081-2234806,081-2208890 / 0706-464416,,National,Island wide,Kandy,Island-wide access,,Confidential emotional support / suicide prevention,Daily 9am-5pm,,,https://srilankasumithrayo.lk/contact-us/,"<tr><td>Sri Lanka Sumithrayo - Kandy<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:081-2234806"" class=""phone-link"">081-2234806</a><div class=""phone-secondary"">081-2208890 / 0706-464416</div></td><td>Free</td></tr>",,,,
424,Sri Lanka Sumithrayo - Panadura,Counseling / Emotional Support,Nonprofit Branch,Free,038-2235291,,,National,Island wide,Panadura,Island-wide access,,Confidential emotional support / suicide prevention,Daily 9am-2pm,,,https://srilankasumithrayo.lk/contact-us/,"<tr><td>Sri Lanka Sumithrayo - Panadura<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:038-2235291"" class=""phone-link"">038-2235291</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
